[0.00437, 0.18404, 0.46802, 0.49862, 0.64811, 0.45894, 0.51537, 0.39289, 0.37138, 0.66609, 0.38728, 0.53455, 0.44681, 0.39627] * [0.55767, 0.55526, 0.71161, 0.31556, 0.00759] * [] * 0.00000 *   0
[0.00425, 0.47776, 0.63120, 0.17159, 0.41994, 0.55807, 0.38602, 0.53294, 0.55343, 0.44837, 0.46527, 0.44837, 0.42338, 0.42273] * [0.40332, 0.11142, 0.63962, 0.71272, 0.00698] * [] * 0.00000 *   0
[0.05283, 0.06272, 0.26559, 0.01008, 0.43615, 0.53612, 0.50421, 0.64453, 0.43507, 0.42202, 0.56015, 0.36665, 0.47470, 0.41552] * [0.96617, 0.01530, 0.42827, 0.10446, 0.08833] * [] * 0.00000 *   0
[0.58052, 0.70206, 0.21533, 0.50683, 0.44485, 0.44049, 0.59753, 0.39014, 0.38963, 0.40191, 0.37938, 0.35155, 0.40686, 0.44248] * [0.20020, 0.20455, 0.10068, 0.60026, 0.86857] * [] * 0.00000 *   0
[0.00397, 0.00202, 0.45148, 0.72664, 0.39211, 0.62360, 0.60732, 0.52350, 0.23970, 0.44146, 0.76284, 0.76717, 0.49779, 0.56996] * [0.39667, 0.86629, 0.81760, 0.00398, 0.00784] * [] * 0.00000 *   0
[0.48110, 0.30363, 0.01808, 0.89634, 0.44407, 0.44978, 0.59712, 0.38915, 0.31332, 0.39769, 0.42266, 0.68700, 0.52600, 0.45135] * [0.11700, 0.71217, 0.02050, 0.37308, 0.76582] * [] * 0.00000 *   0
[0.98886, 0.00223, 0.03585, 0.91618, 0.42239, 0.30266, 0.41206, 0.41252, 0.40241, 0.52270, 0.56708, 0.40797, 0.43371, 0.58351] * [0.00251, 0.01896, 0.00108, 0.00007, 1.09456] * [] * 0.00000 *   0
[0.00221, 0.75030, 0.04563, 0.21434, 0.43593, 0.43570, 0.59705, 0.39904, 0.44743, 0.48761, 0.56015, 0.50550, 0.52736, 0.54617] * [0.37328, 0.13065, 0.02840, 0.95852, 0.00359] * [] * 0.00000 *   0
[0.09513, 0.00748, 0.30367, 0.71439, 0.27247, 0.53392, 0.31200, 0.42739, 0.36111, 0.49094, 0.43992, 0.37128, 0.49190, 0.53913] * [0.43232, 0.89808, 0.51512, 0.01318, 0.16892] * [] * 0.00000 *   0
[0.12160, 0.30363, 0.01808, 0.97663, 0.47110, 0.44969, 0.59712, 0.42012, 0.31332, 0.40311, 0.34183, 0.45083, 0.52600, 0.45123] * [0.03500, 0.95313, 0.02710, 0.49304, 0.20767] * [] * 0.00000 *   0
[0.13219, 0.02053, 0.26369, 0.02069, 0.44922, 0.45463, 0.51390, 0.64136, 0.31286, 0.42089, 0.49389, 0.36443, 0.47470, 0.41701] * [0.97719, 0.03177, 0.42984, 0.03445, 0.22512] * [] * 0.00000 *   0
[0.03843, 0.97939, 0.00119, 0.05366, 0.53738, 0.49879, 0.53287, 0.37299, 0.45011, 0.63067, 0.40974, 0.28029, 0.44520, 0.40713] * [0.03562, 0.00301, 0.00007, 1.10363, 0.06674] * [] * 0.00000 *   0
[0.00405, 0.37906, 0.14298, 0.27901, 0.52157, 0.49201, 0.45766, 0.43008, 0.39903, 0.45745, 0.63863, 0.43709, 0.52121, 0.65308] * [0.77925, 0.36521, 0.19659, 0.59802, 0.00678] * [] * 0.00000 *   0
[0.31998, 0.40998, 0.56536, 0.51180, 0.46589, 0.33325, 0.24599, 0.25622, 0.58597, 0.49472, 0.42789, 0.44186, 0.51233, 0.58562] * [0.36091, 0.37454, 0.63963, 0.61896, 0.56670] * [] * 0.00000 *   0
[0.56724, 0.00223, 0.03585, 0.91618, 0.41636, 0.30266, 0.41206, 0.41145, 0.40000, 0.52270, 0.56708, 0.40797, 0.54216, 0.34592] * [0.09150, 0.69096, 0.03929, 0.00245, 0.86366] * [] * 0.00000 *   0
[0.00147, 0.00677, 0.01340, 0.10821, 0.53517, 0.49261, 0.65451, 0.39625, 0.41339, 0.44198, 0.37812, 0.57455, 0.24518, 0.24555] * [1.17931, 0.20241, 0.02520, 0.01273, 0.00276] * [] * 0.00000 *   0
[0.15641, 0.04824, 0.58618, 0.66025, 0.49926, 0.40689, 0.65708, 0.28778, 0.41189, 0.60897, 0.52522, 0.46132, 0.35478, 0.57936] * [0.33575, 0.56822, 0.86814, 0.08280, 0.27425] * [] * 0.00000 *   0
[0.35226, 0.00943, 0.03445, 0.52713, 0.49414, 0.55710, 0.59587, 0.51712, 0.36398, 0.56090, 0.49530, 0.39081, 0.65655, 0.48027] * [0.61578, 0.67063, 0.04931, 0.01350, 0.56328] * [] * 0.00000 *   0
[0.00075, 0.62028, 0.62968, 0.87198, 0.47564, 0.71983, 0.56930, 0.40898, 0.44187, 0.16507, 0.47397, 0.75019, 0.53494, 0.58391] * [0.07700, 0.37774, 0.58625, 1.03341, 0.00147] * [] * 0.00000 *   0
[0.13059, 0.41455, 0.00294, 0.02069, 0.50514, 0.37952, 0.50843, 0.63779, 0.38652, 0.81335, 0.38239, 0.36443, 0.47486, 0.41678] * [0.92182, 0.02997, 0.00427, 0.70286, 0.24127] * [] * 0.00000 *   0
[0.99666, 0.99742, 0.01989, 0.59196, 0.53044, 0.62274, 0.53858, 0.57234, 0.52281, 0.43878, 0.42915, 0.57043, 0.44568, 0.27937] * [0.00001, 0.00002, 0.00000, 0.00572, 1.08857] * [] * 0.00000 *   0
[0.00405, 0.37907, 0.46182, 0.27901, 0.52157, 0.49201, 0.49738, 0.43008, 0.39903, 0.45736, 0.63863, 0.43709, 0.52121, 0.65308] * [0.59707, 0.27982, 0.58469, 0.59704, 0.00677] * [] * 0.00000 *   0
[0.00377, 0.00517, 0.55494, 0.79516, 0.41704, 0.44040, 0.49639, 0.47863, 0.91787, 0.40183, 0.33447, 0.44838, 0.64262, 0.39695] * [0.25563, 0.76687, 0.96146, 0.01021, 0.00744] * [] * 0.00000 *   0
[0.09864, 0.54447, 0.05646, 0.15983, 0.52529, 0.53785, 0.50106, 0.57599, 0.68507, 0.57977, 0.62428, 0.46315, 0.49083, 0.45184] * [0.66770, 0.17125, 0.06130, 0.79615, 0.16477] * [] * 0.00000 *   0
[0.49186, 0.58080, 0.10731, 0.88795, 0.44440, 0.40724, 0.48362, 0.38442, 0.41192, 0.60965, 0.41476, 0.44117, 0.31876, 0.51355] * [0.08236, 0.46310, 0.08004, 0.61670, 0.76004] * [] * 0.00000 *   0
[0.63327, 0.90814, 0.08098, 0.26363, 0.45313, 0.58251, 0.60339, 0.62988, 0.59211, 0.46233, 0.51319, 0.46380, 0.42463, 0.39897] * [0.07567, 0.03326, 0.01057, 0.57347, 0.89215] * [] * 0.00000 *   0
[0.57761, 0.50671, 0.49700, 0.04261, 0.49728, 0.49228, 0.31109, 0.57966, 0.39424, 0.75055, 0.58851, 0.54708, 0.48243, 0.48459] * [0.34410, 0.02307, 0.34164, 0.49578, 0.88764] * [] * 0.00000 *   0
[0.57707, 0.00159, 0.44741, 0.23459, 0.41666, 0.43781, 0.51376, 0.52279, 0.57971, 0.44578, 0.79902, 0.36114, 0.43922, 0.31164] * [0.51289, 0.19804, 0.46572, 0.00180, 0.92014] * [] * 0.00000 *   0
[0.00336, 0.46273, 0.26582, 0.28443, 0.44205, 0.55809, 0.36554, 0.53294, 0.55343, 0.44846, 0.38275, 0.44837, 0.42338, 0.42273] * [0.65277, 0.31273, 0.32111, 0.70416, 0.00560] * [] * 0.00000 *   0
[0.00271, 0.02036, 0.01302, 0.90581, 0.49886, 0.60621, 0.22330, 0.55879, 0.55975, 0.67851, 0.45917, 0.53244, 0.28359, 0.38879] * [0.17509, 1.17481, 0.02430, 0.03801, 0.00506] * [] * 0.00000 *   0
[0.01910, 0.00646, 0.00020, 0.08796, 0.47852, 0.41991, 0.55876, 0.37610, 0.45058, 0.42608, 0.46576, 0.39726, 0.51042, 0.40176] * [1.04450, 0.14524, 0.00034, 0.01071, 0.03164] * [] * 0.00000 *   0
[0.00739, 0.00202, 0.03688, 0.03364, 0.39211, 0.62360, 0.52111, 0.52338, 0.51047, 0.44742, 0.42163, 0.75931, 0.42322, 0.56800] * [1.11118, 0.05876, 0.06453, 0.00354, 0.01294] * [] * 0.00000 *   0
[0.00125, 0.99051, 0.01104, 0.89786, 0.50650, 0.47083, 0.60254, 0.40855, 0.21304, 0.45479, 0.41837, 0.68741, 0.51666, 0.12493] * [0.00307, 0.01894, 0.00033, 1.28676, 0.00254] * [] * 0.00000 *   0
[0.01653, 0.72468, 0.04437, 0.19514, 0.46690, 0.39219, 0.43982, 0.54287, 0.55518, 0.59472, 0.48409, 0.52328, 0.58203, 0.48501] * [0.41360, 0.13090, 0.03028, 0.94206, 0.02694] * [] * 0.00000 *   0
[0.05275, 0.71684, 0.59793, 0.21434, 0.43593, 0.53612, 0.63061, 0.39432, 0.47986, 0.49000, 0.56015, 0.46319, 0.50758, 0.41552] * [0.25002, 0.08751, 0.36211, 0.94126, 0.08659] * [] * 0.00000 *   0
[0.60932, 0.09391, 0.08099, 0.74640, 0.54153, 0.58251, 0.52904, 0.62988, 0.33203, 0.46251, 0.51523, 0.51909, 0.42500, 0.36541] * [0.23675, 0.56255, 0.07807, 0.09143, 0.88310] * [] * 0.00000 *   0
[0.27222, 0.34409, 0.02007, 0.15052, 0.46552, 0.59911, 0.14807, 0.63193, 0.63821, 0.43806, 0.44588, 0.44272, 0.48925, 0.48380] * [0.89600, 0.21588, 0.02906, 0.55335, 0.49008] * [] * 0.00000 *   0
[0.40280, 0.00017, 0.30293, 0.70337, 0.50650, 0.39816, 0.60254, 0.40855, 0.15259, 0.63274, 0.40275, 0.37919, 0.51666, 0.58391] * [0.38613, 0.76784, 0.44292, 0.00026, 0.70900] * [] * 0.00000 *   0
[0.44949, 0.03039, 0.03086, 0.30756, 0.49877, 0.56102, 0.47163, 0.64965, 0.69451, 0.62835, 0.46693, 0.37814, 0.57954, 0.48061] * [0.74212, 0.38929, 0.04065, 0.04008, 0.71624] * [] * 0.00000 *   0
[0.01153, 0.69255, 0.01495, 0.03450, 0.43229, 0.51464, 0.45111, 0.43638, 0.39719, 0.48665, 0.56196, 0.58139, 0.60156, 0.61881] * [0.48987, 0.02657, 0.01152, 0.93585, 0.01913] * [] * 0.00000 *   0
[0.26228, 0.04136, 0.47161, 0.49508, 0.50450, 0.29314, 0.49755, 0.49558, 0.40211, 0.48410, 0.38728, 0.54903, 0.54848, 0.58191] * [0.51774, 0.50980, 0.66453, 0.06406, 0.43121] * [] * 0.00000 *   0
[0.02969, 0.61689, 0.00830, 0.89306, 0.47067, 0.38112, 0.49499, 0.40817, 0.40050, 0.42501, 0.38192, 0.54780, 0.42501, 0.68839] * [0.10365, 0.61118, 0.00808, 0.90274, 0.05110] * [] * 0.00000 *   0
[0.00332, 0.31563, 0.56905, 0.31035, 0.49670, 0.70641, 0.36152, 0.42603, 0.68121, 0.62659, 0.45661, 0.44724, 0.43857, 0.42607] * [0.55010, 0.29165, 0.77478, 0.53757, 0.00590] * [] * 0.00000 *   0
[0.57761, 0.47315, 0.49700, 0.04261, 0.49728, 0.49228, 0.31109, 0.57966, 0.39424, 0.75055, 0.44470, 0.51352, 0.44887, 0.48459] * [0.36069, 0.02418, 0.35811, 0.46764, 0.88409] * [] * 0.00000 *   0
[0.19051, 0.01372, 0.56856, 0.66025, 0.46571, 0.40538, 0.65427, 0.32599, 0.41189, 0.60897, 0.52527, 0.44159, 0.32111, 0.44460] * [0.34218, 0.57911, 0.83574, 0.02313, 0.33106] * [] * 0.00000 *   0
[0.57761, 0.47315, 0.49700, 0.04261, 0.49728, 0.49228, 0.31109, 0.57966, 0.39424, 0.75055, 0.44470, 0.51352, 0.44887, 0.48459] * [0.36069, 0.02418, 0.35811, 0.46764, 0.88409] * [] * 0.00000 *   0
[0.58800, 0.03073, 0.02585, 0.25298, 0.41627, 0.43781, 0.47093, 0.52138, 0.37577, 0.37156, 0.42197, 0.40809, 0.43922, 0.31422] * [0.60858, 0.25543, 0.02681, 0.03191, 0.87507] * [] * 0.00000 *   0
[0.44687, 0.03513, 0.04053, 0.47954, 0.49877, 0.56102, 0.47163, 0.64965, 0.69451, 0.61862, 0.46693, 0.37814, 0.57954, 0.48061] * [0.61136, 0.57328, 0.05342, 0.04638, 0.71122] * [] * 0.00000 *   0
[0.05238, 0.71674, 0.59279, 0.21434, 0.43593, 0.43570, 0.59705, 0.39991, 0.44617, 0.49000, 0.56015, 0.46319, 0.50758, 0.41552] * [0.25202, 0.08821, 0.35889, 0.93812, 0.08571] * [] * 0.00000 *   0
[0.32811, 0.00597, 0.31924, 0.29913, 0.44453, 0.62826, 0.60197, 0.63093, 0.35341, 0.33557, 0.47867, 0.38098, 0.33935, 0.27105] * [0.80844, 0.41054, 0.49705, 0.00970, 0.58576] * [] * 0.00000 *   0
[0.59399, 0.97106, 0.01989, 0.21180, 0.46617, 0.60246, 0.53810, 0.57234, 0.52052, 0.43799, 0.42915, 0.44429, 0.48805, 0.27937] * [0.02759, 0.00953, 0.00091, 0.64209, 0.86734] * [] * 0.00000 *   0
[0.01592, 0.71674, 0.74876, 0.50720, 0.43593, 0.54543, 0.44011, 0.40293, 0.41515, 0.52342, 0.28301, 0.59135, 0.50953, 0.41552] * [0.12601, 0.12889, 0.43279, 0.98319, 0.02725] * [] * 0.00000 *   0
[0.61042, 0.48144, 0.03467, 0.88258, 0.44474, 0.40501, 0.64972, 0.52147, 0.46247, 0.44718, 0.44834, 0.59959, 0.55050, 0.40657] * [0.08135, 0.43603, 0.02418, 0.41904, 0.87011] * [] * 0.00000 *   0
[0.00425, 0.47776, 0.63120, 0.17159, 0.41994, 0.55807, 0.38602, 0.53294, 0.55343, 0.44837, 0.46527, 0.44837, 0.42338, 0.42273] * [0.40332, 0.11142, 0.63962, 0.71272, 0.00698] * [] * 0.00000 *   0
[0.04084, 0.83261, 0.00789, 0.88793, 0.44454, 0.54008, 0.48288, 0.40817, 0.41332, 0.41902, 0.44815, 0.44176, 0.42501, 0.44656] * [0.04733, 0.26609, 0.00335, 1.00415, 0.06680] * [] * 0.00000 *   0
[0.01602, 0.51840, 0.02016, 0.19021, 0.46690, 0.39108, 0.43982, 0.54439, 0.57199, 0.59472, 0.46917, 0.38886, 0.45796, 0.48501] * [0.68690, 0.21156, 0.02277, 0.76191, 0.02638] * [] * 0.00000 *   0
[0.16452, 0.12886, 0.54636, 0.48437, 0.49414, 0.26984, 0.52074, 0.43459, 0.43082, 0.41676, 0.33101, 0.54832, 0.54133, 0.64315] * [0.50338, 0.47925, 0.80442, 0.21816, 0.28687] * [] * 0.00000 *   0
[0.26228, 0.18404, 0.50517, 0.04610, 0.50396, 0.45894, 0.41728, 0.49545, 0.40211, 0.48410, 0.38744, 0.54467, 0.54848, 0.42685] * [0.63942, 0.04639, 0.65160, 0.27187, 0.41676] * [] * 0.00000 *   0
[0.00166, 0.09212, 0.59281, 0.03523, 0.63380, 0.51187, 0.59142, 0.40094, 0.44767, 0.49000, 0.41535, 0.29291, 0.50758, 0.41541] * [0.64654, 0.03581, 0.87041, 0.15809, 0.00286] * [] * 0.00000 *   0
[0.32674, 0.48144, 0.06225, 0.88258, 0.44474, 0.38892, 0.65069, 0.24803, 0.46247, 0.64323, 0.46153, 0.59959, 0.51694, 0.40657] * [0.13231, 0.70920, 0.07077, 0.68382, 0.56168] * [] * 0.00000 *   0
[0.01272, 0.40241, 0.04827, 0.16172, 0.48283, 0.59104, 0.49687, 0.71490, 0.61120, 0.48594, 0.36822, 0.33470, 0.49212, 0.44465] * [0.86815, 0.22541, 0.06814, 0.65874, 0.02228] * [] * 0.00000 *   0
[0.00075, 0.99051, 0.61146, 0.87042, 0.50650, 0.47083, 0.60254, 0.40855, 0.15259, 0.45479, 0.41837, 0.51911, 0.51666, 0.58391] * [0.00200, 0.00968, 0.01414, 1.15672, 0.00136] * [] * 0.00000 *   0
[0.03917, 0.06964, 0.50715, 0.31885, 0.48999, 0.47389, 0.55974, 0.57388, 0.40217, 0.43760, 0.44443, 0.51111, 0.48764, 0.42823] * [0.62777, 0.34365, 0.73194, 0.11243, 0.06344] * [] * 0.00000 *   0
[0.16452, 0.60906, 0.54636, 0.24011, 0.49414, 0.43640, 0.49830, 0.66474, 0.59175, 0.41676, 0.32739, 0.54832, 0.52920, 0.64315] * [0.37248, 0.14755, 0.46370, 0.86921, 0.28113] * [] * 0.00000 *   0
[0.00147, 0.00685, 0.00992, 0.10821, 0.50161, 0.52133, 0.22330, 0.39759, 0.55975, 0.47216, 0.91587, 0.57392, 0.51450, 0.45414] * [1.25401, 0.21523, 0.01982, 0.01368, 0.00294] * [] * 0.00000 *   0
[0.00170, 0.00226, 0.43312, 0.42922, 0.55905, 0.56322, 0.43100, 0.45487, 0.37983, 0.49266, 0.32908, 0.49264, 0.53965, 0.47541] * [0.64384, 0.51451, 0.66694, 0.00376, 0.00282] * [] * 0.00000 *   0
[0.00748, 0.00219, 0.03480, 0.44221, 0.39211, 0.62394, 0.60741, 0.59810, 0.23970, 0.44742, 0.44909, 0.75779, 0.49779, 0.56977] * [0.91483, 0.76218, 0.06516, 0.00409, 0.01401] * [] * 0.00000 *   0
[0.11685, 0.34465, 0.42614, 0.20904, 0.40754, 0.37086, 0.42901, 0.51970, 0.33535, 0.48924, 0.45994, 0.41023, 0.43400, 0.42394] * [0.67407, 0.22965, 0.56345, 0.54601, 0.19669] * [] * 0.00000 *   0
[0.08532, 0.03480, 0.15074, 0.99869, 0.44770, 0.06795, 0.65935, 0.49860, 0.43854, 0.28932, 0.52285, 0.27479, 0.40252, 0.51423] * [0.00263, 1.27353, 0.30731, 0.07169, 0.17691] * [] * 0.00000 *   0
[0.16789, 0.00258, 0.43312, 0.42922, 0.43093, 0.56322, 0.43157, 0.45487, 0.37983, 0.49266, 0.32265, 0.45908, 0.50609, 0.47541] * [0.62365, 0.49838, 0.64602, 0.00416, 0.27730] * [] * 0.00000 *   0
[0.43173, 0.38999, 0.86683, 0.22236, 0.55158, 0.46002, 0.65475, 0.39962, 0.30895, 0.46388, 0.37954, 0.36171, 0.29226, 0.51575] * [0.14335, 0.05221, 0.71866, 0.51632, 0.72343] * [] * 0.00000 *   0
[0.98466, 0.00138, 0.06512, 0.59494, 0.46615, 0.30154, 0.49584, 0.52123, 0.42900, 0.58551, 0.45841, 0.40855, 0.43197, 0.58493] * [0.01531, 0.02072, 0.00264, 0.00006, 1.07498] * [] * 0.00000 *   0
[0.57761, 0.47315, 0.49700, 0.08606, 0.49728, 0.49228, 0.31109, 0.57966, 0.39424, 0.75055, 0.44470, 0.51352, 0.44901, 0.48459] * [0.35819, 0.04872, 0.35811, 0.46763, 0.88408] * [] * 0.00000 *   0
[0.49981, 0.03895, 0.00633, 0.88406, 0.44407, 0.44862, 0.59810, 0.38804, 0.31531, 0.42202, 0.42312, 0.36187, 0.10122, 0.44910] * [0.16043, 0.87113, 0.00881, 0.05426, 0.88696] * [] * 0.00000 *   0
[0.00138, 0.30961, 0.01745, 0.00363, 0.54642, 0.49135, 0.53357, 0.49147, 0.51592, 0.49082, 0.47367, 0.38600, 0.01467, 0.43126] * [1.11146, 0.00633, 0.03048, 0.58784, 0.00272] * [] * 0.00000 *   0
[0.02788, 0.04124, 0.00110, 0.00547, 0.41006, 0.46181, 0.61893, 0.42328, 0.65330, 0.47652, 0.50273, 0.36477, 0.58362, 0.21959] * [1.15397, 0.00992, 0.00199, 0.07486, 0.05068] * [] * 0.00000 *   0
[0.33426, 0.01519, 0.02182, 0.44141, 0.44420, 0.36192, 0.50777, 0.62647, 0.57050, 0.27616, 0.56410, 0.40047, 0.41293, 0.55586] * [0.74340, 0.61778, 0.03315, 0.02308, 0.56042] * [] * 0.00000 *   0
[0.00140, 0.96480, 0.03563, 0.31948, 0.32874, 0.30139, 0.44252, 0.87024, 0.48918, 0.44211, 0.47535, 0.41124, 0.47345, 0.52874] * [0.05914, 0.03245, 0.00378, 1.22077, 0.00270] * [] * 0.00000 *   0
[0.68940, 0.96171, 0.02533, 0.68817, 0.43614, 0.37731, 0.32293, 0.37514, 0.46521, 0.41353, 0.50236, 0.39578, 0.42574, 0.55751] * [0.01450, 0.02719, 0.00123, 0.51211, 0.96676] * [] * 0.00000 *   0
[0.39018, 0.59283, 0.00772, 0.72188, 0.54690, 0.64497, 0.46468, 0.67769, 0.55819, 0.41297, 0.30894, 0.45862, 0.45756, 0.52319] * [0.22877, 0.48992, 0.00656, 0.72689, 0.63711] * [] * 0.00000 *   0
[0.05000, 0.00205, 0.03035, 0.94395, 0.50540, 0.45090, 0.61850, 0.61919, 0.46551, 0.47776, 0.47723, 0.42765, 0.70025, 0.34831] * [0.09642, 1.09234, 0.05231, 0.00354, 0.08640] * [] * 0.00000 *   0
